"dates","titles","paragraphs"
"2017-08-10","코스피, 북미 긴장감에 보합권 '맴맴'…외국인 이틀째 '팔자'","차익 거래가 15억원, 비차익 거래가 287억원 순매수다.  업종별로는 등락이 엇갈린다. 전기가스업, 전기전자, 운수장비, 철강금속은 약세인 반면 의료정밀, 건설업, 기계, 증권 등은 오름세다.  시가총액 상위 종목은 하락이 많다. 삼성전자가 소폭 약세를 지속한 가운데 현대차, 포스코, 한국전력, 네이버, 신한지주, 삼성물산 등도 1% 내외 약세다.  현대리바트는 2분기 호실적에 힘입어 4% 이상 상승했다. 카카오도 호실적 발표에 1% 이상 오르고 있다.  같은"
"2017-08-09","""초과이익환수 피하자""… 반포주공1단지, 사업시행인가 신청","비율이 높아서 매매 금지보다 절세를 선택한 것 같다""고 말했다.  반포주공1단지는 공사비가 역대 최대 규모인 2조6천411억원에 달한다.  조합은 다음 달 4일 입찰을 마감하고 9월28일 총회를 열어 시공사를 선정할 계획이다.  삼성물산을 제외한 대형 건설사가 모두 경쟁에 뛰어든 가운데, 현재 GS건설과 현대건설이 수주에 가장 적극적이다.  반포주공1단지는 사업 속도를 내기 위해 '공동사업시행' 방식으로 재건축을 추진하고 있다.  공동사업시행은 조합이 주체가"
"2017-08-09","북핵 변수에 '몸 낮춘' 증시…코스피, 1개월반만에 '최저'","은행(2.26%), 의료정밀(-2.01%) 업종이 2% 넘게 하락했다. 이 외에 건설업, 의약품, 증권, 전기가스업, 유통업 등도 1% 안팎의 하락세를 보였다.  삼성전자와 SK하이닉스가 각각 -3,02%,-3.17%씩 빠진 가운데 시가총액 상위종목들은 대체로 하락세를 면치 못했다. 네이버(-1.48%), 삼성물산(-2.89%), KB금융(-1.19%), LG화학(-2.21%) 등도 내림세였다.  북학 리스크가 부각되면서 LIG넥스원(4.90%) 등 방산주들은"
"2017-08-09","[이슈+] 패션업계 '액세서리' 힘주는 까닭은","온라인몰을 열었다.  의류에 주력해온 패션업계가 액세서리를 강화하는 이유는 성장 여력이 남아있다는 판단 때문이다.  삼성패션연구소에 따르면 2013년 이후 국내 패션시장은 1~2% 성장에 그친 반면 잡화시장은 5~10% 성장했다. 지난해 ... 지난해보다 50% 이상 늘었다. 로젤라 프리즘 백 숄더백 라인, 쇼퍼홀릭 등 가방류와 지갑류가 고르게 팔린 덕분이다.  삼성물산의 빈폴액세서리도 리빙 브랜드와 협업하면서 판매가 좋은 편이다. 북유럽풍의 심플하고 모던한 디자인을 적용한 키티버니백은"
"2017-08-09","코스피, 2370선 약세 지속…외인vs기관 '공방'","전기전자(-2.49%)와 은행(02.27%) 업종이 2% 넘게 하락세다. 건설업(-1.65%), 제조업(-1.19%) 등도 빠지고 있다. 반면 섬유의복(1.01%)과 기계(0.76%) 등 일부 업종은 오름세를 지키고 있다.  삼성전자(-2.56%), SK하이닉스(-3.02%) 등 시가총액 상위 종목들도 하락이 많다. 한국전력, 네이버, 삼성물산, KB금융, LG화학 등도 1~2% 약세다.  북학 리스크가 부각되면서 방산주들이 주목을 받고 있다. 퍼스텍(5.52%),"
"2017-08-09","'사상 최대 담합' 3조5000억 LNG탱크공사 나눠먹은 건설사들 처벌","호남고속철도 공사의 4천355억원에 이어 역대 2위다.  공정위 고발을 접수한 검찰은 리니언시(자진신고 면제)로 고발에서 제외된 2곳과 법인 합병으로 공소권이 없어진 1곳을 제외한 10개 건설사를 기소했다.  제일모직과 합병한 삼성물산이 '공소권 없음' 처분을 받았다.  대림산업, 한양, 대우건설, GS건설, 현대건설, 경남기업, 한화건설, 삼부토건, 동아건설, SK건설 등 국내 대표적인 건설사들이 대부분 포함됐다.  해당 건설사의 임직원 20명도 함께"
"2017-08-09","한경STOCK""세상 안전한 주식자금"" 최조건 제시","ash;<U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014>-  [ Today’s 이슈 종목 ]  LIG넥스원, 셀트리온헬스케어, SKC, 영원무역, 한세실업, SBI인베스트먼트, 지디, 삼성물산, 신라젠, 현대제철  [본 글은 투자 참고용으로, 한국경제신문의 의견과 다를 수 있습니다.]"
"2017-08-09","국민연금공단 새 이사장 누가되나… 김연명·김성주 등 거론","띄우고 공모절차를 밟을 계획이다.  공모과정을 모두 거치는데 한 달 정도 걸리는 점을 고려할 때, 국민연금공단의 신임 이사장과 기금이사는 9월 중으로 선임될 것으로 보인다.  현재 국민연금공단은 문형표 전 이사장이 지난해 12월 31일 삼성물산과 제일모직 합병에 찬성압력을 행사한 혐의로 구속기소된 이후 8개월가량 대행체제로 파행 운영되고 있다.  기금이사가 맡는 기금운용본부장 자리도 내년 2월까지가 임기였던 강면욱 전 기금이사가 지난달 17일 일신상의 사유로 사표를 제출하고"
"2017-08-08","국토교통부, 신안산선 우선협상대상자(트루벤인베스트먼트 컨소시엄) 지정취소 착수","문제가 있다는 입장이다. ‘사업계획에 따라 시공한 뒤 법률적 재정적 행정적 책임을 감수하겠다’는 확약서를 국토부 장관 수신으로 제출해야 하는데 본인들 컨소시엄 대표사(가칭 에코레일)로 수신자를 기재했다.  또 삼성물산 한화건설 등 시공참여사들의 책임준공 여부가 명시돼 있지 않고 ‘(트루벤은)공사 도급계약을 전제로 책임을 진다’고 적혀 있는 것으로 알려졌다.  국토부 관계자는 “이같은 서류는 민자사업RFP 규정과"
"2017-08-08","가점 낮고 청약통장 가입기간 짧다면, 이번이 마지막 기회?","총 3개 단지다. SK건설이 오는 11일 마포구 공덕동 일대에서 '공덕SK뷰' 472가구(일반분양 255가구)를 선보인다. GS건설도 서초구 잠원동에서 '신반포센트럴자이' 757가구(일반분양 145가구)를, 삼성물산은 강남구 개포동에서 '래미안강남포레스트' 2296가구(일반분양 208가구)를 분양할 예정이다.  모두 주요 업무지구와 가까운 곳에 들어서는 대형 브랜드 단지면서 서울 신규 아파트 가운데 기존 청약 제도의 적용을 받는"
"2017-08-08","국토부, 신안산선 우선협상대상자 취소 사전통지","불이익 등 어떠한 행정처분도 감수하겠다는 등의 내용이다.  그러나 트루벤이 제출한 서류는 수신자가 국토부 장관이 아닌 트루벤이 대표사로 있는 (가칭)에코레일주식회사로 돼 있고, 확약 사항도 정부 규정과 다르다는 것이 국토부 설명이다.  삼성물산과 한화건설 등 10여개 기업이 제출한 시공참여확약서에 시공사는 공사 도급계약 체결을 전제로 이 계약에 따른 책임만 진다고 적혀 있는 것으로 알려졌다.  국토부는 이 같은 서약서 기술이 정부 RFP 기준을 만족시키지 못했다고 판단했다."
"2017-08-08","코스피, 외국인 '사자' 힘입어 2400선 회복…코스닥 650선 상승","비차익 거래가 233억원 순매수다.  업종별로는 전기가스업, 운수장비, 통신업, 보험 등을 제외하고 대부분의 업종이 오름세다. 의료정밀, 철강금속, 서비스업, 의약품 등이 1% 안팎의 상승세다.  시가총액 상위 종목은 상승이 우세하다. 삼성전자 SK하이닉스 포스코 삼성물산 네이버 SK 등이 상승 중인 반면 현대차 한국전력 현대모비스 등은 약세다.  한국전력은 올해 2분기 실적 부진 소식에 2% 이상 빠지고 있다.  엔씨소프트는 2분기 부진한 실적에도 3분기 실적 개선 전망에"
"2017-08-07","울먹이며 결백 호소한 이재용 ""제 부덕의 소치…오해 풀어달라""","소치”라는 등의 발언을 할 땐 울먹이는 듯한 모습도 보였다. 일부 방청객은 흐느껴 울었다.  이재용 삼성전자 부회장이 7일 자신의 뇌물공여죄 공판에서 최후 진술에 나선 모습이다. 진술 시간은 약 5분. 또박또박하고 차분한 ... 대통령이 승마협회에 대한 지원 부족을 질책했던 상황등을 설명할 길이 없다고 했다.  더욱이 2차 독대 때는 이미 삼성물산 -제일모직 합병찬성 주주총회 결의가 마무리된 상태여서 시기적으로 청탁할 이유도 없었다고 변호인단은 강조했다.  좌동욱/고윤상"
"2017-08-07","""국민연금에 손 댔다는 오해 너무 가슴 아파"" 지인들에 호소","이재용 삼성전자 부회장은 7일 피고인 최후 진술에서 “마지막으로 이 말씀만은 꼭 드리고 싶다”며 “경영권 승계를 위해 서민들의 노후자금인 국민연금에 손을 대고 욕심을 냈다는 혐의에 대해서는 정말 ... 엘리엇매니지먼트는 양사 이사회의 합병 결정 직후 “양사 합병비율은 이 부회장 일가가 대주주인 제일모직이 삼성물산보다 유리하게 책정됐다”며 삼성 측을 공격했었다. 특검은 이 부회장 측이 합병 성사를 위해 국민연금이 보유한"
"2017-08-07","""이재용, '국민연금 손실' 혐의에 가장 억울해 했다""","변호인단에 ""이 부분 진짜 억울"" 거듭 호소…최종변론에 포함  ""작년 삼성전자 주가상승으로 국민연금 7조원 평가이익, 정말 기뻐해""  삼성전자 이재용 부회장이 7일 결심 공판에서 ... 약 5분간의 최후진술 마지막 부분에 ""국민연금에 대한 오해 부분도 꼭 하나 말씀드려야 한다""며 삼성물산과 제일모직 합병에 따른 국민연금 손실 의혹에 대한 입장을 밝혔다.  그는 ""제가 아무리 부족하고 못난 놈이라도"
"2017-08-07","[부고] 김석출 씨 별세 외","서울성모병원 발인 9일 오전 7시 02-2258-5940  김왕석씨 별세, 한 제닉사업본부장전무 부친상=6일 삼성서울병원 발인 9일 오전 5시30분 02-3410-6901  민만기씨 별세, 서수원 경기도대변인실주무관 모친상=7일 ... SK브로드밴드근무 조부상=7일 신촌세브란스병원 발인 9일 오전 7시 02-2227-7500  진복순씨 별세, 김재환 삼성물산전무 모친상, 최현섭 세무사 장모상, 유수영 서울경일중교사 시모상=6일 삼성서울병원 발인 8일 오전 6시 02-3410-6905"
"2017-08-07","[전문] 이재용 부회장 변호인의 결심공판 최후 변론","최순실씨 측에 433억 원의 뇌물을 약속하고 이 가운데 298억여 원을 건넨 혐의 등 5개 혐의로 구속기소 된 이재용 삼성전자 부회장에게 박영수 특별검사가 징역 12년을 구형했다.  특검의 의견 진술에 이어 최종 의견 진술에 나선 이 부회장 ... 2015년 7월 25일 2차 단독 면담 후인 2015년 10월 14일에는 공정거래위원회 위원장의 결재까지 받아 삼성물산 주식 1천만주 처분 결정이 이루어졌습니다.  2016년 2월 15일 3차 단독 면담 직후에는 안종범 수첩에 &"
"2017-08-07","이재용 재판 종료… 이달 말 선고에 특검·삼성 누가 웃을까","특검 ""이재용, 경영권 승계 작업 도움받기 위해 박근혜에 청탁""  삼성 ""부정청탁 증거 없다…최씨 모략에 빠져 정유라 승마지원""  박근혜 전 대통령에게 뇌물을 제공한 혐의 등으로 ... 반면 이 부회장 측은 특검 측의 '승계 작업' 주장은 가공의 틀에 끼워 맞춘 것이라고 반박했다.  삼성물산 합병이나 삼성생명의 금융지주사 전환 추진 등은 계열사의 경쟁력 확보 등을 위해 각사가 판단해 추진된 것이며 이 부회장의"
"2017-08-07","[일지] '박근혜 뇌물 등 5개 혐의' 이재용, 수사부터 결심까지","의혹 수사할 특별수사본부 설치. 본부장으로 이영렬 서울중앙지검장 임명   11월 21일 = 특별수사본부, 이재용 삼성전자 부회장 참고인 조사   11월 30일 = 박근혜 대통령, 특별검사로 박영수 전 서울고검장 임명 결정   12월 ... 구속영장 청구 기각   1월 20일 = 특검, 황성수 삼성전자 전무 참고인 조사   1월 21일 = 특검, 황성수 삼성전자 전무 참고인 조사   1월 25일 = 특검, 김종중 미래전략실 팀장(사장), 김 신 삼성물산 사장 참고인 신분으로"
"2017-08-07","국민연금공단 이사장·기금운용본부장 동시 뽑는다… 공모 착수","공모한다.  7일 국민연금공단에 따르면 공단은 9일 오전 7시 30분 임시이사회를 열어 임원(이사장) 추천위원회와 기금이사추천위원회를 각각 구성, 공모절차에 들어간다.  이사장 자리는 문형표 전 이사장이 지난해 12월 31일 삼성물산과 제일모직 합병에 찬성압력을 행사한 혐의로 구속기소된 이후 8개월가량 장기 공백 상태다.  국민연금공단은 현재 이원희 기획이사의 이사장 대행체제로 운영되고 있다.  기금이사가 맡는 기금운용본부장 자리도 내년 2월까지가 임기였던 강면욱"
"2017-08-07","코스피, 사흘 만에 돌아온  덕에 상승…'제약·철강'의 날","대창(3.69%) 현대비앤지스틸(2.62%) 포스코(2.40%) DSR(2.33%) 등이 눈에 띄게 오르고 있다.  시가총액 상위주도 대체로 상승 중이다.  삼성전자와 SK하이닉스는 전날보다 각각 0.42%와 0.31% 오른 239만5000원과 6만4200원에 거래되고 있으며 삼성물산과 네이버도 1.43%와 3.09%의 상승률을 보이고 있다. 하지만 현대차와 한국전력은 각각 0.67%와 0.90% 소폭 내림세다.  중소형주 위주의 코스닥지수는 더"
